"Site","Year","Month","Temp"
"Lake Apopka (FL)",1999,1,15.14
"Lake Apopka (FL)",1999,2,21.3
"Lake Apopka (FL)",1999,3,16.9
"Lake Apopka (FL)",1999,4,24.08
"Lake Apopka (FL)",1999,5,20.4
"Lake Apopka (FL)",1999,6,26.44
"Lake Apopka (FL)",1999,7,28.5
"Lake Apopka (FL)",1999,8,NA
"Lake Apopka (FL)",1999,9,28.6
"Lake Apopka (FL)",1999,10,27
"Lake Apopka (FL)",1999,11,23.3
"Lake Apopka (FL)",1999,12,NA
"Lake Apopka (FL)",2000,1,17.4
"Lake Apopka (FL)",2000,2,13.3
"Lake Apopka (FL)",2000,3,19.7
"Lake Apopka (FL)",2000,4,23.8
"Lake Apopka (FL)",2000,5,24.3
"Lake Apopka (FL)",2000,6,28.7
"Lake Apopka (FL)",2000,7,29.1
"Lake Apopka (FL)",2000,8,NA
"Lake Apopka (FL)",2000,9,29
"Lake Apopka (FL)",2000,10,24.5
"Lake Apopka (FL)",2000,11,20.6
"Lake Apopka (FL)",2000,12,20.4
"Lake Apopka (FL)",2001,1,9.4
"Lake Apopka (FL)",2001,2,14
"Lake Apopka (FL)",2001,3,13.10000038
"Lake Apopka (FL)",2001,4,18.99
"Lake Apopka (FL)",2001,5,22.86
"Lake Apopka (FL)",2001,6,28.1
"Lake Apopka (FL)",2001,7,29.1
"Lake Apopka (FL)",2001,8,27.5
"Lake Apopka (FL)",2001,9,29.4
"Lake Apopka (FL)",2001,10,20
"Lake Apopka (FL)",2001,11,18.1
"Lake Apopka (FL)",2001,12,22.5
"Lake Apopka (FL)",2002,1,10.1
"Lake Apopka (FL)",2002,2,14.5
"Lake Apopka (FL)",2002,3,12.9
"Lake Apopka (FL)",2002,4,19.7
"Lake Apopka (FL)",2002,5,26.9
"Lake Apopka (FL)",2002,6,27.4
"Lake Apopka (FL)",2002,7,26.8
"Lake Apopka (FL)",2002,8,28
"Lake Apopka (FL)",2002,9,29.9
"Lake Apopka (FL)",2002,10,27.8
"Lake Apopka (FL)",2002,11,21.8
"Lake Apopka (FL)",2002,12,17.4
"Lake Apopka (FL)",2003,1,12.6
"Lake Apopka (FL)",2003,2,15.3
"Lake Apopka (FL)",2003,3,20.5
"Lake Apopka (FL)",2003,4,23
"Lake Apopka (FL)",2003,5,27.2
"Lake Apopka (FL)",2003,6,27
"Lake Apopka (FL)",2003,7,28.4
"Lake Apopka (FL)",2003,8,31.2
"Lake Apopka (FL)",2003,9,30.2
"Lake Apopka (FL)",2003,10,26.1
"Lake Apopka (FL)",2003,11,24.4
"Lake Apopka (FL)",2003,12,15.1
"Lake Apopka (FL)",2004,1,19.6
"Lake Apopka (FL)",2004,2,15.5
"Lake Apopka (FL)",2004,3,17.9
"Lake Apopka (FL)",2004,4,18.3
"Lake Apopka (FL)",2004,5,23.1
"Lake Apopka (FL)",2004,6,27.9
"Lake Apopka (FL)",2004,7,29.2
"Lake Apopka (FL)",2004,8,28.6
"Lake Apopka (FL)",2004,9,27.6
"Lake Apopka (FL)",2004,10,27.6
"Lake Apopka (FL)",2004,11,25.4
"Lake Apopka (FL)",2004,12,20.1
"Lake Apopka (FL)",2005,1,16.4
"Lake Apopka (FL)",2005,2,14.8
"Lake Apopka (FL)",2005,3,16
"Lake Apopka (FL)",2005,4,21.2
"Lake Apopka (FL)",2005,5,22.9
"Lake Apopka (FL)",2005,6,27.5
"Lake Apopka (FL)",2005,7,29.5
"Lake Apopka (FL)",2005,8,29.5
"Lake Apopka (FL)",2005,9,27.4
"Lake Apopka (FL)",2005,10,27.9
"Lake Apopka (FL)",2005,11,22.5
"Lake Apopka (FL)",2005,12,14.7
"Lake Apopka (FL)",2006,1,13.7
"Lake Apopka (FL)",2006,2,14.9
"Lake Apopka (FL)",2006,3,18.9
"Lake Apopka (FL)",2006,4,23
"Lake Apopka (FL)",2006,5,21.9
"Lake Apopka (FL)",2006,6,26.8
"Lake Apopka (FL)",2006,7,29.3
"Lake Apopka (FL)",2006,8,29.2
"Lake Apopka (FL)",2006,9,29.3
"Lake Apopka (FL)",2006,10,24
"Lake Apopka (FL)",2006,11,21.95
"Lake Apopka (FL)",2006,12,17.6
"Lake Apopka (FL)",2007,1,20.1
"Lake Apopka (FL)",2007,2,13.2
"Lake Apopka (FL)",2007,3,16.59
"Lake Apopka (FL)",2007,4,24.5
"Lake Apopka (FL)",2007,5,24.4
"Lake Apopka (FL)",2007,6,26.15
"Lake Apopka (FL)",2007,7,28.47
"Lake Apopka (FL)",2007,8,28.5
"Lake Apopka (FL)",2007,9,28.3
"Lake Apopka (FL)",2007,10,26.8
"Lake Apopka (FL)",2007,11,20.12
"Lake Apopka (FL)",2007,12,21.6
"Lake Apopka (FL)",2008,1,14.5
"Lake Apopka (FL)",2008,2,20.15
"Lake Apopka (FL)",2008,3,20.2
"Lake Apopka (FL)",2008,4,22.99
"Lake Apopka (FL)",2008,5,25.2
"Lake Apopka (FL)",2008,6,28.2
"Lake Apopka (FL)",2008,7,26.75
"Lake Apopka (FL)",2008,8,29.95
"Lake Apopka (FL)",2008,9,27.66
"Lake Apopka (FL)",2008,10,24.89
"Lake Apopka (FL)",2008,11,19.73
"Lake Apopka (FL)",2008,12,15.61
"Lake Apopka (FL)",2009,1,18.4
"Lake Apopka (FL)",2009,2,13.77
"Lake Apopka (FL)",2009,3,12.61
"Lake Apopka (FL)",2009,4,21.86
"Lake Apopka (FL)",2009,5,26.14
"Lake Apopka (FL)",2009,6,27.1
"Lake Apopka (FL)",2009,7,28.19
"Lake Apopka (FL)",2009,8,29.58
"Lake Apopka (FL)",2009,9,28.4
"Lake Apopka (FL)",2009,10,27.03
"Lake Apopka (FL)",2009,11,23.18
"Lake Apopka (FL)",2009,12,18.3
"Lake Apopka (FL)",2010,1,8.05
"Lake Apopka (FL)",2010,2,14.06
"Lake Apopka (FL)",2010,3,11.78
"Lake Apopka (FL)",2010,4,22.45
"Lake Apopka (FL)",2010,5,27.23
"Lake Apopka (FL)",2010,6,28.24
"Lake Apopka (FL)",2010,7,28.26
"Lake Apopka (FL)",2010,8,30.36
"Lake Apopka (FL)",2010,9,27.36
"Lake Apopka (FL)",2010,10,23.6
"Lake Apopka (FL)",2010,11,23.86
"Lake Apopka (FL)",2010,12,16.13
"Lake Apopka (FL)",2011,1,14.17
"Lake Apopka (FL)",2011,2,17.63
"Lake Apopka (FL)",2011,3,20.44
"Lake Apopka (FL)",2011,4,20.38
"Lake Apopka (FL)",2011,5,25.26
"Lake Apopka (FL)",2011,6,26.45
"Lake Apopka (FL)",2011,7,29.02
"Lake Apopka (FL)",2011,8,30.39
"Lake Apopka (FL)",2011,9,27.2
"Lake Apopka (FL)",2011,10,24.58
"Lake Apopka (FL)",2011,11,19.97
"Lake Apopka (FL)",2011,12,18.51
"Lake Apopka (FL)",2012,1,14.77
"Lake Apopka (FL)",2012,2,14.95
"Lake Apopka (FL)",2012,3,20.37
"Lake Apopka (FL)",2012,4,23.67
"Lake Apopka (FL)",2012,5,24.2
"Lake Apopka (FL)",2012,6,28.11
"Lake Apopka (FL)",2012,7,28.71
"Lake Apopka (FL)",2012,8,28.4
"Lake Apopka (FL)",2012,9,25.54
"Lake Apopka (FL)",2012,10,24.38
"Lake Apopka (FL)",2012,11,20.04
"Lake Apopka (FL)",2012,12,21.86
"Lake Apopka (FL)",2013,1,21.4
"Lake Apopka (FL)",2013,2,21.02
"Lake Apopka (FL)",2013,3,16.43
"Lake Apopka (FL)",2013,4,24.59
"Lake Apopka (FL)",2013,5,23.64
"Lake Apopka (FL)",2013,6,26.94
"Lake Apopka (FL)",2013,7,26.98
"Lake Apopka (FL)",2013,8,28.89
"Lake Apopka (FL)",2013,9,27.77
"Lake Apopka (FL)",2013,10,24.02
"Lake Apopka (FL)",2013,11,20.75
"Lake Apopka (FL)",2013,12,14.69
"Lake Apopka (FL)",2014,1,16.42
"Lake Apopka (FL)",2014,2,16.89
"Lake Apopka (FL)",2014,3,17.9
"Lake Apopka (FL)",2014,4,21.14
"Lake Apopka (FL)",2014,5,26.34
"Lake Apopka (FL)",2014,6,26.26
"Lake Apopka (FL)",2014,7,27.88
"Lake Apopka (FL)",2014,8,28.31
"Lake Apopka (FL)",2014,9,27.36
"Lake Apopka (FL)",2014,10,24.72
"Lake Apopka (FL)",2014,11,19.5
"Lake Apopka (FL)",2014,12,15.07
"Lake Apopka (FL)",2015,1,15.33
"Lake Apopka (FL)",2015,2,12.67
"Lake Apopka (FL)",2015,3,23.61
"Lake Apopka (FL)",2015,4,26.45
"Lake Apopka (FL)",2015,5,27.11
"Lake Apopka (FL)",2015,6,28.03
"Lake Apopka (FL)",2015,7,28.45
"Lake Apopka (FL)",2015,8,28.81
"Lake Apopka (FL)",2015,9,26.2
"Lake Apopka (FL)",2015,10,25.27
"Lake Apopka (FL)",2015,11,NA
"Lake Apopka (FL)",2015,12,22.16
"Lake Apopka (FL)",2016,1,NA
"Lake Apopka (FL)",2016,2,16.31
"Lake Apopka (FL)",2016,3,24.6
"Lake Apopka (FL)",2016,4,21.67
"Lake Apopka (FL)",2016,5,26.86
"Lake Apopka (FL)",2016,6,26.18
"Lake Apopka (FL)",2016,7,29.82
"Lake Apopka (FL)",2016,8,NA
"Lake Beauclair (FL)",1999,2,21.5
"Lake Beauclair (FL)",1999,3,NA
"Lake Beauclair (FL)",1999,4,NA
"Lake Beauclair (FL)",1999,5,21
"Lake Beauclair (FL)",1999,6,NA
"Lake Beauclair (FL)",1999,7,NA
"Lake Beauclair (FL)",1999,8,NA
"Lake Beauclair (FL)",1999,9,NA
"Lake Beauclair (FL)",1999,10,27.6
"Lake Beauclair (FL)",1999,11,24.2
"Lake Beauclair (FL)",1999,12,18.9
"Lake Beauclair (FL)",2000,1,NA
"Lake Beauclair (FL)",2000,2,15
"Lake Beauclair (FL)",2000,3,21.1
"Lake Beauclair (FL)",2000,4,25
"Lake Beauclair (FL)",2000,5,26
"Lake Beauclair (FL)",2000,6,29.8
"Lake Beauclair (FL)",2000,7,30.3
"Lake Beauclair (FL)",2000,8,31.2
"Lake Beauclair (FL)",2000,9,30.6
"Lake Beauclair (FL)",2000,10,26.2
"Lake Beauclair (FL)",2000,11,22.6
"Lake Beauclair (FL)",2000,12,21.7
"Lake Beauclair (FL)",2001,1,12.1
"Lake Beauclair (FL)",2001,2,15.5
"Lake Beauclair (FL)",2001,3,18.2
"Lake Beauclair (FL)",2001,4,22.14
"Lake Beauclair (FL)",2001,5,24.31
"Lake Beauclair (FL)",2001,6,30.4
"Lake Beauclair (FL)",2001,7,33.3
"Lake Beauclair (FL)",2001,8,29.7
"Lake Beauclair (FL)",2001,9,31.5
"Lake Beauclair (FL)",2001,10,23.2
"Lake Beauclair (FL)",2001,11,21.5
"Lake Beauclair (FL)",2001,12,24.1
"Lake Beauclair (FL)",2002,1,13.1
"Lake Beauclair (FL)",2002,2,17.9
"Lake Beauclair (FL)",2002,3,15.6
"Lake Beauclair (FL)",2002,4,21.9
"Lake Beauclair (FL)",2002,5,29.7
"Lake Beauclair (FL)",2002,6,29.7
"Lake Beauclair (FL)",2002,7,29.6
"Lake Beauclair (FL)",2002,8,31.2
"Lake Beauclair (FL)",2002,9,31.1
"Lake Beauclair (FL)",2002,10,31.1
"Lake Beauclair (FL)",2002,11,23.5
"Lake Beauclair (FL)",2002,12,18.1
"Lake Beauclair (FL)",2003,1,13.7
"Lake Beauclair (FL)",2003,2,16
"Lake Beauclair (FL)",2003,3,20.8
"Lake Beauclair (FL)",2003,4,25.4
"Lake Beauclair (FL)",2003,5,29.8
"Lake Beauclair (FL)",2003,6,28.3
"Lake Beauclair (FL)",2003,7,30.7
"Lake Beauclair (FL)",2003,8,30.2
"Lake Beauclair (FL)",2003,9,29.65
"Lake Beauclair (FL)",2003,10,28.2
"Lake Beauclair (FL)",2003,11,25
"Lake Beauclair (FL)",2003,12,17.4
"Lake Beauclair (FL)",2004,1,20.8
"Lake Beauclair (FL)",2004,2,16.1
"Lake Beauclair (FL)",2004,3,20
"Lake Beauclair (FL)",2004,4,21.7
"Lake Beauclair (FL)",2004,5,25.7
"Lake Beauclair (FL)",2004,6,29.5
"Lake Beauclair (FL)",2004,7,31.6
"Lake Beauclair (FL)",2004,8,29.9
"Lake Beauclair (FL)",2004,9,28.8
"Lake Beauclair (FL)",2004,10,29.5
"Lake Beauclair (FL)",2004,11,27.2
"Lake Beauclair (FL)",2004,12,21
"Lake Beauclair (FL)",2005,1,19.1
"Lake Beauclair (FL)",2005,2,16.2
"Lake Beauclair (FL)",2005,3,18.1
"Lake Beauclair (FL)",2005,4,22.5
"Lake Beauclair (FL)",2005,5,24.4
"Lake Beauclair (FL)",2005,6,31.1
"Lake Beauclair (FL)",2005,7,32.6
"Lake Beauclair (FL)",2005,8,32
"Lake Beauclair (FL)",2005,9,28.8
"Lake Beauclair (FL)",2005,10,29.1
"Lake Beauclair (FL)",2005,11,24.4
"Lake Beauclair (FL)",2005,12,16.1
"Lake Beauclair (FL)",2006,1,15.5
"Lake Beauclair (FL)",2006,2,15.8
"Lake Beauclair (FL)",2006,3,19.8
"Lake Beauclair (FL)",2006,4,24.9
"Lake Beauclair (FL)",2006,5,25.2
"Lake Beauclair (FL)",2006,6,29.8
"Lake Beauclair (FL)",2006,7,31.4
"Lake Beauclair (FL)",2006,8,32
"Lake Beauclair (FL)",2006,9,31
"Lake Beauclair (FL)",2006,10,26.4
"Lake Beauclair (FL)",2006,11,22.87
"Lake Beauclair (FL)",2006,12,19.7
"Lake Beauclair (FL)",2007,1,21.4
"Lake Beauclair (FL)",2007,2,16
"Lake Beauclair (FL)",2007,3,18.59
"Lake Beauclair (FL)",2007,4,25.6
"Lake Beauclair (FL)",2007,5,25.17
"Lake Beauclair (FL)",2007,6,27.8
"Lake Beauclair (FL)",2007,7,29.96
"Lake Beauclair (FL)",2007,8,29.47
"Lake Beauclair (FL)",2007,9,30
"Lake Beauclair (FL)",2007,10,29.7
"Lake Beauclair (FL)",2007,11,21.97
"Lake Beauclair (FL)",2007,12,22.4
"Lake Beauclair (FL)",2008,1,18.1
"Lake Beauclair (FL)",2008,2,21.43
"Lake Beauclair (FL)",2008,3,21.4
"Lake Beauclair (FL)",2008,4,24.89
"Lake Beauclair (FL)",2008,5,28.3
"Lake Beauclair (FL)",2008,6,32.8
"Lake Beauclair (FL)",2008,7,28.35
"Lake Beauclair (FL)",2008,8,31.28
"Lake Beauclair (FL)",2008,9,28.1
"Lake Beauclair (FL)",2008,10,27.05
"Lake Beauclair (FL)",2008,11,20.63
"Lake Beauclair (FL)",2008,12,16.7
"Lake Beauclair (FL)",2009,1,19.7
"Lake Beauclair (FL)",2009,2,16.43
"Lake Beauclair (FL)",2009,3,15.44
"Lake Beauclair (FL)",2009,4,24.22
"Lake Beauclair (FL)",2009,5,28.48
"Lake Beauclair (FL)",2009,6,29.5
"Lake Beauclair (FL)",2009,7,29.1
"Lake Beauclair (FL)",2009,8,30.73
"Lake Beauclair (FL)",2009,9,29.8
"Lake Beauclair (FL)",2009,10,28.76
"Lake Beauclair (FL)",2009,11,24.12
"Lake Beauclair (FL)",2009,12,20.1
"Lake Beauclair (FL)",2010,1,10.37
"Lake Beauclair (FL)",2010,2,15.97
"Lake Beauclair (FL)",2010,3,13.3
"Lake Beauclair (FL)",2010,4,25.37
"Lake Beauclair (FL)",2010,5,28.35
"Lake Beauclair (FL)",2010,6,30.84
"Lake Beauclair (FL)",2010,7,29.94
"Lake Beauclair (FL)",2010,8,32.62
"Lake Beauclair (FL)",2010,9,28.73
"Lake Beauclair (FL)",2010,10,25.39
"Lake Beauclair (FL)",2010,11,24.92
"Lake Beauclair (FL)",2010,12,18.79
"Lake Beauclair (FL)",2011,1,15.57
"Lake Beauclair (FL)",2011,2,18.44
"Lake Beauclair (FL)",2011,3,21.56
"Lake Beauclair (FL)",2011,4,22.48
"Lake Beauclair (FL)",2011,5,27.98
"Lake Beauclair (FL)",2011,6,28.51
"Lake Beauclair (FL)",2011,7,32
"Lake Beauclair (FL)",2011,8,34.22
"Lake Beauclair (FL)",2011,9,28.69
"Lake Beauclair (FL)",2011,10,25.41
"Lake Beauclair (FL)",2011,11,21.22
"Lake Beauclair (FL)",2011,12,19.04
"Lake Beauclair (FL)",2012,1,15.51
"Lake Beauclair (FL)",2012,2,17.26
"Lake Beauclair (FL)",2012,3,22.94
"Lake Beauclair (FL)",2012,4,24.84
"Lake Beauclair (FL)",2012,5,26.1
"Lake Beauclair (FL)",2012,6,30.54
"Lake Beauclair (FL)",2012,7,29.97
"Lake Beauclair (FL)",2012,8,29.16
"Lake Beauclair (FL)",2012,9,27.08
"Lake Beauclair (FL)",2012,10,25.89
"Lake Beauclair (FL)",2012,11,20.55
"Lake Beauclair (FL)",2012,12,21.96
"Lake Beauclair (FL)",2013,1,21.51
"Lake Beauclair (FL)",2013,2,20.28
"Lake Beauclair (FL)",2013,3,18.07
"Lake Beauclair (FL)",2013,4,26.16
"Lake Beauclair (FL)",2013,5,25.41
"Lake Beauclair (FL)",2013,6,29.63
"Lake Beauclair (FL)",2013,7,28.7
"Lake Beauclair (FL)",2013,8,31.81
"Lake Beauclair (FL)",2013,9,28.99
"Lake Beauclair (FL)",2013,10,25.38
"Lake Beauclair (FL)",2013,11,21.94
"Lake Beauclair (FL)",2013,12,17.2
"Lake Beauclair (FL)",2014,1,17.15
"Lake Beauclair (FL)",2014,2,18.01
"Lake Beauclair (FL)",2014,3,19.41
"Lake Beauclair (FL)",2014,4,23.79
"Lake Beauclair (FL)",2014,5,28.12
"Lake Beauclair (FL)",2014,6,29.11
"Lake Beauclair (FL)",2014,7,30.11
"Lake Beauclair (FL)",2014,8,30.36
"Lake Beauclair (FL)",2014,9,29
"Lake Beauclair (FL)",2014,10,26.34
"Lake Beauclair (FL)",2014,11,20.75
"Lake Beauclair (FL)",2014,12,16.5
"Lake Beauclair (FL)",2015,1,16.63
"Lake Beauclair (FL)",2015,2,14.87
"Lake Beauclair (FL)",2015,3,25.23
"Lake Beauclair (FL)",2015,4,28.05
"Lake Beauclair (FL)",2015,5,28.48
"Lake Beauclair (FL)",2015,6,27.8
"Lake Beauclair (FL)",2015,7,30.22
"Lake Beauclair (FL)",2015,8,31.4
"Lake Beauclair (FL)",2015,9,22.65
"Lake Beauclair (FL)",2015,10,27.37
"Lake Beauclair (FL)",2015,11,NA
"Lake Beauclair (FL)",2015,12,22.98
"Lake Beauclair (FL)",2016,1,NA
"Lake Beauclair (FL)",2016,2,17.47
"Lake Beauclair (FL)",2016,3,25.6
"Lake Beauclair (FL)",2016,4,24.08
"Lake Beauclair (FL)",2016,5,28.28
"Lake Beauclair (FL)",2016,6,28.83
"Lake Beauclair (FL)",2016,7,31.597
"Lake Beauclair (FL)",2016,8,NA
"Lake Dora (FL)",1999,2,16.52
"Lake Dora (FL)",1999,3,NA
"Lake Dora (FL)",1999,4,NA
"Lake Dora (FL)",1999,5,29.23
"Lake Dora (FL)",1999,6,NA
"Lake Dora (FL)",1999,7,NA
"Lake Dora (FL)",1999,8,NA
"Lake Dora (FL)",1999,9,NA
"Lake Dora (FL)",1999,10,26.83
"Lake Dora (FL)",1999,11,21.08
"Lake Dora (FL)",1999,12,20.38
"Lake Dora (FL)",2000,1,19.88
"Lake Dora (FL)",2000,2,18.66
"Lake Dora (FL)",2000,3,21.17
"Lake Dora (FL)",2000,4,22.13
"Lake Dora (FL)",2000,5,25.61
"Lake Dora (FL)",2000,6,30.71
"Lake Dora (FL)",2000,7,31.25
"Lake Dora (FL)",2000,8,30.36
"Lake Dora (FL)",2000,9,29.32
"Lake Dora (FL)",2000,10,21.75
"Lake Dora (FL)",2000,11,21.44
"Lake Dora (FL)",2000,12,18.55
"Lake Dora (FL)",2001,1,14.58
"Lake Dora (FL)",2001,2,19.16
"Lake Dora (FL)",2001,3,21.02
"Lake Dora (FL)",2001,4,26.29
"Lake Dora (FL)",2001,5,26.35
"Lake Dora (FL)",2001,6,29.61
"Lake Dora (FL)",2001,7,28.25
"Lake Dora (FL)",2001,8,31.97
"Lake Dora (FL)",2001,9,26.86
"Lake Dora (FL)",2001,10,23.93
"Lake Dora (FL)",2001,11,NA
"Lake Dora (FL)",2001,12,25.01
"Lake Dora (FL)",2002,1,16.05
"Lake Dora (FL)",2002,2,NA
"Lake Dora (FL)",2002,3,21.13
"Lake Dora (FL)",2002,4,NA
"Lake Dora (FL)",2002,5,27.42
"Lake Dora (FL)",2002,6,NA
"Lake Dora (FL)",2002,7,28.17
"Lake Dora (FL)",2002,8,NA
"Lake Dora (FL)",2002,9,30.71
"Lake Dora (FL)",2002,10,NA
"Lake Dora (FL)",2002,11,18.32
"Lake Dora (FL)",2002,12,NA
"Lake Dora (FL)",2003,1,13.95
"Lake Dora (FL)",2003,2,16.02
"Lake Dora (FL)",2003,3,23.71
"Lake Dora (FL)",2003,4,22.65
"Lake Dora (FL)",2003,5,29.54
"Lake Dora (FL)",2003,6,29.88
"Lake Dora (FL)",2003,7,29.61
"Lake Dora (FL)",2003,8,32.59
"Lake Dora (FL)",2003,9,28.8
"Lake Dora (FL)",2003,10,24.34
"Lake Dora (FL)",2003,11,20.73
"Lake Dora (FL)",2003,12,12.89
"Lake Dora (FL)",2004,1,15.47
"Lake Dora (FL)",2004,2,17.96
"Lake Dora (FL)",2004,3,20.48
"Lake Dora (FL)",2004,4,23.48
"Lake Dora (FL)",2004,5,27.65
"Lake Dora (FL)",2004,6,30.75
"Lake Dora (FL)",2004,7,31.46
"Lake Dora (FL)",2004,8,32.39
"Lake Dora (FL)",2004,9,26.52
"Lake Dora (FL)",2004,10,24.62
"Lake Dora (FL)",2004,11,21.92
"Lake Dora (FL)",2004,12,13.49
"Lake Dora (FL)",2005,1,14.54
"Lake Dora (FL)",2005,2,18.43
"Lake Dora (FL)",2005,3,19.83
"Lake Dora (FL)",2005,4,21.5
"Lake Dora (FL)",2005,5,27.15
"Lake Dora (FL)",2005,6,28.41
"Lake Dora (FL)",2005,7,30.66
"Lake Dora (FL)",2005,8,32.41
"Lake Dora (FL)",2005,9,28.87
"Lake Dora (FL)",2005,10,21.77
"Lake Dora (FL)",2005,11,22.62
"Lake Dora (FL)",2005,12,13.9
"Lake Dora (FL)",2006,1,18.03
"Lake Dora (FL)",2006,2,18.87
"Lake Dora (FL)",2006,3,22.4
"Lake Dora (FL)",2006,4,23.91
"Lake Dora (FL)",2006,5,27.15
"Lake Dora (FL)",2006,6,29.46
"Lake Dora (FL)",2006,7,30.78
"Lake Dora (FL)",2006,8,30.13
"Lake Dora (FL)",2006,9,29.76
